57.0.108.103;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;305;0;0;0;0;0;0;0
57.0.109.18;0;0;0;0;0;0;0;0;0;0;0;265;0;0;129;0;190;0;0;0;0;0;0;0
57.0.109.19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1099;0;0;0;0;0;0;0;0;0
57.0.158.214;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;114252;0;0;0;0;0;0;0
57.0.228.240;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;232;232;116;116;232
57.0.234.203;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0
57.0.29.63;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;194436;0;0;0;0;0
57.0.45.16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;91;0;0;0;117;0;0;0;0;0
57.0.45.18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;91;0;0;0;0;0
57.0.45.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;103;0;0;0;0;0
57.100.168.191;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;326;163
57.100.169.115;0;0;0;0;0;0;0;0;0;0;0;0;994;1334;0;0;0;970;974;1000;320;0;0;320
57.100.171.135;0;0;0;0;0;0;0;0;0;0;460;0;0;0;0;0;0;0;0;0;0;0;0;0
57.100.173.63;378;1036;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
57.101.224.162;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;88520294;18393562;0;0;0;0;0;0
57.101.224.180;0;0;0;0;0;0;0;0;0;0;0;2720700;0;0;3389094;907714;6490907;7682;0;0;0;0;0;0
57.101.224.183;0;0;0;0;0;0;0;0;14019;14129;477;13358;0;13521;0;0;0;0;0;0;0;0;0;0
57.101.231.11;0;0;0;0;0;0;0;0;0;576;0;448;0;128;0;198;1096;198;0;1008;0;0;0;0
57.106.102.51;0;0;0;0;0;0;0;0;0;0;59;0;0;0;0;0;0;0;0;0;0;0;0;0
57.106.115.136;228;304;228;304;228;304;228;304;228;304;304;228;304;228;228;228;380;532;456;304;228;304;228;304
57.106.115.145;380;228;532;532;304;228;304;228;304;228;304;228;304;228;304;228;304;228;304;228;836;1064;836;532
57.106.115.146;532;380;304;228;304;228;304;228;304;228;304;228;304;608;988;456;304;228;304;228;684;1672;1900;988
57.106.118.14;0;0;0;0;0;0;0;0;0;0;0;0;0;92;0;0;0;0;0;0;0;0;0;0
57.106.118.21;0;0;0;0;0;0;0;0;0;357;672;1055;166;0;0;0;0;0;0;0;0;0;0;0
57.106.121.135;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;387574;0;0;0;0;0;0;0;0
57.106.125.227;228;304;228;304;228;304;228;304;228;304;228;304;228;304;228;304;228;304;228;304;228;304;228;304
57.106.132.229;0;0;0;0;0;0;0;0;0;0;0;0;184;0;0;11672;10870;0;0;0;0;0;0;0
57.106.136.102;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26276;0;0;0;0;0
57.106.136.206;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13296;0;0;0;0;0;0;0;0
57.106.137.47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;656;326;0;0;0;0;0;0;54576
57.106.138.47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0
57.106.140.95;0;0;0;0;0;0;0;0;0;0;0;674;973;0;0;0;0;0;0;0;0;0;0;0
57.106.142.53;0;0;0;0;0;0;0;0;0;0;0;384;0;0;0;0;0;0;0;0;0;0;0;0
57.106.146.29;0;0;0;0;0;0;0;0;0;0;0;0;1360;1256;1606;1570;942;314;0;0;0;0;0;0
57.106.153.118;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;179;0;0;0;0;0;0;0;0
57.106.155.124;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0
57.106.201.200;0;0;0;0;0;0;0;0;0;0;1228;226;0;142;263;406;0;204;0;0;0;0;0;0
57.106.201.35;0;816;0;0;0;0;0;0;76;1835;161;0;697;232;312;553;81;76;0;549;0;0;0;0
57.106.203.207;0;0;0;0;0;0;0;0;0;0;0;204;0;133;0;664;0;196;0;0;0;0;0;0
57.106.203.44;0;0;0;0;0;0;0;0;0;0;638;0;1277;0;333;474;76;311;0;0;0;0;0;0
57.106.213.230;304;228;228;304;228;304;228;228;304;228;532;532;304;304;228;304;228;228;304;1064;1748;912;532;304
57.106.213.51;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3013270;0;0;0;0;0;0;0;0
57.106.215.18;228;304;228;304;228;304;228;304;228;304;228;304;228;304;228;304;228;304;228;304;228;304;304;228
57.106.242.179;0;0;0;0;0;0;0;0;0;0;0;0;98;0;0;0;0;0;0;0;0;0;0;0
57.106.244.18;0;0;0;0;0;0;0;0;0;0;0;0;0;198;0;0;0;0;0;0;0;0;0;0
57.106.249.149;0;0;0;0;0;0;0;0;0;0;0;134;0;0;0;0;0;0;0;0;0;0;0;0
57.106.48.132;0;0;0;0;0;0;0;0;0;18281;22612;14753;10297;12439;23218;16178;13330;9022;1058;0;0;0;0;0
57.106.48.133;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12557;31006;0;0;0;0;0;0;0;0
57.106.48.141;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;76;0;0;0;0;0;0
57.106.48.212;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20900;4728;58356;1654;0;0;0;0;0;0
57.106.52.208;0;0;0;0;0;0;0;0;0;0;0;0;0;0;304;0;0;0;0;0;0;0;0;0
57.106.52.221;0;0;0;0;0;0;0;0;627;2167;11123;4763;1524;1570;3114;1298;0;0;0;0;0;0;0;0
57.106.52.241;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15848;33779;0;0;0;0;0;0;0
57.106.52.255;0;0;0;0;0;0;0;0;0;27262;21600;25722;30422;20014;28788;20120;19256;21418;8104;0;0;0;0;0
57.106.52.6;0;0;0;0;0;0;0;0;0;992;634;962;648;1740;986;1972;950;0;0;0;0;0;0;0
57.106.55.131;0;0;0;0;0;0;0;0;0;0;666;2332;3314;1656;2870;334;0;0;0;0;0;0;0;0
57.106.55.27;0;0;0;0;0;0;0;0;0;0;0;1338;1336;1666;1980;1368;1996;1666;1650;990;1666;660;990;660
57.106.56.139;972;1308;984;972;972;972;1944;1972;1982;1620;0;0;580;0;0;0;0;1634;972;1620;648;984;972;1296
57.106.57.129;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9150;0;0;0;0;0;0
57.106.57.186;0;0;0;0;0;0;0;0;996;644;976;2278;2940;2970;2626;2110;1816;0;0;0;0;0;0;0
57.106.57.187;0;0;0;0;0;0;0;0;0;100;16016;39070;27218;25340;19108;23872;23736;2776;0;0;0;0;0;0
57.106.57.190;0;0;0;0;0;0;0;0;0;0;0;133821;135110;86892;125480;108624;105722;96066;9846;0;0;0;0;0
57.106.57.245;0;0;0;0;0;0;0;0;0;0;479;936;624;1560;1248;1872;624;0;0;0;0;0;0;0
57.106.57.255;0;0;0;0;0;0;0;0;14303;16460;16098;18688;23866;25666;12466;0;0;0;0;0;0;0;0;0
57.106.64.136;0;0;0;0;0;0;0;0;0;0;0;0;0;5848;12032;0;0;0;4456;0;0;0;0;0
57.106.66.141;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;122;100;0;0;0;0;0
57.106.66.152;0;0;0;0;0;0;0;0;0;0;966;640;966;1288;2250;324;644;0;0;0;0;0;0;0
57.106.67.79;836;532;304;304;532;1520;1748;988;608;304;228;304;228;304;456;456;304;228;304;228;304;228;304;228
57.106.69.188;0;0;0;0;0;0;0;0;0;476;154;154;459;924;313;0;0;0;0;0;0;0;0;0
57.106.75.103;0;0;0;0;0;0;0;0;0;0;687;164;0;0;0;0;0;0;0;0;0;0;0;0
57.106.75.213;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;76;0;0;0;0;0;0
57.106.75.34;0;0;0;0;0;0;0;0;0;8528;9495;10628;2555;0;0;0;0;0;0;0;0;0;257;0
57.106.78.184;0;0;0;0;0;0;0;0;0;0;0;0;124;0;0;0;0;0;0;0;0;0;0;0
57.106.83.114;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;112;0;0;0;0;0;0
57.106.84.195;0;0;0;0;0;0;0;608;0;0;0;0;0;1216;0;0;0;0;0;0;0;0;608;0
57.106.85.253;0;0;0;0;0;0;0;0;0;130;0;0;0;0;0;0;46;0;0;0;0;0;0;0
57.106.88.121;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52;0;0;0;0;0;0;0
57.106.88.146;0;0;0;608;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
57.106.88.173;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;328;0;0;0;0;0;0
57.106.88.24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;54;0;0;0;0;0;0
57.106.92.179;14234;12120;16378;13464;11902;21344;17878;11302;12582;15670;13800;15154;13522;14280;12382;17366;18250;14894;25586;0;21182;12316;14074;14420
57.106.92.188;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;350;0;348;0;0;346
57.106.98.110;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5124;1376;0;0;0
57.106.98.228;120;120;238;120;120;120;120;240;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
57.106.98.236;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1748
57.106.98.243;0;0;0;0;0;0;0;0;0;1046;1882;642;0;0;0;0;0;0;0;0;0;0;0;0
